transport_id,fluctuate_amt_w,punish_normal_amt,loan_cnt,atv,cash,max_active_days
210839,16.77098326,0,10,137.2915,6320.34,424
210905,48.31388138,9,10,252.222,0,424
210905,48.31388138,3,10,274.1118,685.97,424
210989,7.025484272,0,9,163.6241,1213.71,424
210989,7.025484272,0,5,159.0151,2613.9,424
211167,27.38159433,0,0,152.0503,NA,398
211167,27.38159433,0,8,547.1084,0.8,425
211193,11.94914241,4,0,245.269,NA,396
211217,8.165197344,0,1,164.9581,2334.4,396
211217,8.165197344,0,7,172.0117,2464.2,396
211231,9.813979946,0,0,59.73033,NA,422
211231,9.813979946,0,0,46,NA,422
211255,684.2027358,0,9,52.58544,0,396
211255,684.2027358,0,10,213.7212,0,396
211277,6.904011738,0,0,99.36029,1025.26,396
211277,6.904011738,0,0,145,24.19,396
211325,31.70255562,0,1,440.3138,9003.36,396
211372,6.10809085,0,0,82.8268,NA,396
211372,6.10809085,0,1,719.0146,17.3,396
211387,10.06153411,0,0,122.9257,NA,396
211399,47.05722311,0,0,2042.5,NA,397
211399,47.05722311,0,1,1630.051,59.38,397
211413,4.532679825,2,10,94.80701,0.23,397
211469,26.69748257,0,1,325.9519,0.37,397
211521,18.28365206,4,1,19.67245,18068.87,397
211560,6.952767209,0,2,197.8944,12386.84,397
211610,95.75788518,0,0,108.9738,NA,398
211610,95.75788518,2,7,115.4804,34.85,398
211640,59.75919538,0,3,1627.678,0,398
211681,27.95663158,0,1,186.1512,17301.22,416
211681,27.95663158,0,3,188.7287,16493.7,416
212060,7.540323198,0,0,301.1824,445.48,401
212165,5.169198522,0,0,210.3797,NA,402
212165,5.169198522,0,0,149.9941,NA,402
212166,6.421103203,0,10,103.1423,2211.78,402
212260,126.6111023,0,4,2002.66,245909,402
212324,23.70330079,0,10,113.0406,835.85,403
212324,23.70330079,0,0,97.09251,NA,403
212427,643.600721,8,7,2087,545,403
212437,9.23443858,0,0,104.0509,5.83,403
212437,9.23443858,0,1,102.6,2.7,403
212632,37.88337055,0,4,234.9611,30828.74,423
212632,37.88337055,0,0,276.3674,NA,423
212648,1.147350108,3,2,79.47709,0.55,404
212661,2.813218682,0,1,108.0179,568.05,404
212679,0.408624216,0,0,573,0.07,405
212685,5.259149026,0,1,107.8628,10061.64,405
212685,5.259149026,0,1,88.32041,254.64,405
212709,89.4025198,0,7,1451.128,0,405
212813,3.040255329,0,6,127.8973,82.77,405
212851,16.94955314,0,0,105.1145,NA,408
213059,12.70654828,0,0,141.6504,5557.18,408
213085,1.117513651,0,0,172.4584,NA,408
213140,96.14823614,0,0,3216.458,NA,409
213140,96.14823614,0,0,366.1164,NA,409
213167,10.48366773,0,10,25.73235,0,409
213255,207.6481764,0,0,144.8072,0,410
213255,207.6481764,0,10,235.1753,0,410
213439,17.68015067,0,8,221.7367,42842.27,411
213593,35.85377505,0,8,112.6004,0.08,412
213755,5.504327194,0,1,58.59766,3087.54,414
213964,101.2676956,0,10,839.294,0,416
214051,6.321944636,3,6,319.5879,628.04,416
214056,17.57538919,0,9,147.4083,4718.6,416
214111,3.844109929,0,0,84.07731,NA,416
214111,3.844109929,0,0,96.69511,69.51,416
214114,7.753685521,2,3,45.79501,10609.82,417
214114,7.753685521,0,5,92.62846,8931.42,417
214170,21.31005451,0,1,771.642,271.3,415
214274,26.32296265,0,10,194.7915,29.86,417
214274,26.32296265,0,10,211.1135,0.05,417
214404,65.70683395,0,8,102.3025,39.23,416
214404,65.70683395,0,6,148.014,8984.34,415
214478,14.11453411,3,1,46.21012,6196.35,418
214478,14.11453411,0,1,30.03718,635.16,418
214561,31.36473383,0,3,1401.177,137.85,419
214575,6.379157297,0,7,338.1038,5364.4,419
214586,69.61929441,0,9,330.7566,39608.76,419
214664,2.886137159,0,4,894,0.38,420
214821,44.13346467,0,2,178.1071,108.92,422
214821,44.13346467,0,2,1041.226,513.6,422
214975,10.8076188,0,0,473.558,NA,422
214975,10.8076188,0,1,390.5676,7431.74,422
215018,14.45675931,0,3,297.1173,4670.05,423
215025,11.03194924,0,10,25.73235,0,409
215025,11.03194924,0,0,25.8306,NA,423
215168,21.9404571,8,1,68.93116,13644.29,424
215168,21.9404571,12,1,58.04543,13475.04,424
215218,47.68395903,0,3,110,7369.65,424
215218,47.68395903,0,3,265.8295,3528.64,424
215380,21.93700503,0,7,1143.538,0,425
215448,9.352056573,0,0,81.57831,357,395
215448,9.352056573,6,0,78.51783,14.84,395
215451,30.38917933,0,0,1212.994,NA,395
215451,30.38917933,4,0,1901.427,NA,395
215455,63.44925607,0,7,474.5204,710.4,395
215489,44.57982942,0,1,196.1653,2353.47,420
215489,44.57982942,0,1,217.4984,2879.48,420
215555,4.467522097,12,10,316,0.79,398
215689,4.597744826,0,3,383.4552,170.6,397
215761,8.907448092,8,10,17.8462,221.06,398
215800,3.178946605,6,9,61.02142,1729.5,398
215935,6.140710077,0,0,108,NA,399
216017,8.912443576,0,9,239.6092,5477.62,399
216063,3.777078251,8,6,88.8864,63.46,399
216063,3.777078251,0,0,96.65123,6914.55,400
216149,8.013862632,0,3,465.8813,0,400
216210,7.424406838,0,0,82.99942,NA,400
216248,38.68542398,35,9,1079.364,118.01,400
216248,38.68542398,0,2,999.6396,49963.85,400
216282,66.95536929,0,0,273.9446,NA,401
216282,66.95536929,0,5,179.9662,2650.91,401
216291,28.8971607,0,5,167.9997,21198.4,400
216291,28.8971607,1,1,198.4663,22367.55,400
216319,6.564519182,0,0,96.14798,47,401
216319,6.564519182,0,0,155.8273,0.55,401
216332,19.51674691,1,6,100.7079,33597.43,401
216332,19.51674691,0,6,109.7565,7877.6,401
216418,30.99211124,0,3,161.2311,13871.73,401
216418,30.99211124,0,3,130.807,11889.65,401
216482,7.878388252,9,4,609.7894,0,402
216748,18.53779242,0,2,444.1466,61939.49,404
216881,6.922777484,0,9,245.5083,0,405
216889,6.207528494,0,4,246.0947,248.61,405
216920,5.752725183,0,2,72.70544,2462.11,405
216983,38.94880448,16,0,146.0101,NA,402
216983,38.94880448,0,0,403.4369,NA,402
217007,29.45499823,0,8,78.17802,0,405
217007,29.45499823,0,2,55.37101,2549.5,405
217060,45.56413691,4,9,276.4265,13275.07,406
217124,221.3082346,3,7,3413.038,31665.12,406
217126,5.854192386,0,1,275.9345,4680.94,406
217174,5.176242187,0,0,87.18275,NA,406
217174,5.176242187,0,0,97.83299,NA,406
217263,6.661537269,5,2,58.99151,4068.96,407
217263,6.661537269,0,1,34.99752,1012.4,407
217267,10.22499768,18,8,108.912,0,407
217267,10.22499768,0,5,89.9732,543.84,407
217337,59.49779928,7,0,361.6928,2645.82,407
217403,15.549829,6,10,74.64178,89.54,408
217432,90.32881894,2,6,72.21467,2186.41,408
217432,90.32881894,0,5,46.23855,681.21,408
217696,13.74034781,13,7,56.47547,8709.5,409
217810,3.22966392,0,1,88.31809,4923.38,412
217869,12.12174007,0,10,137.6581,0.88,412
218098,112.7820007,0,10,295.7124,52769.3,413
218098,112.7820007,0,10,543.4046,28957.7,413
218290,66.12079054,16,8,214.2271,0,414
218290,66.12079054,NA,10,357.6849,0.01,414
218303,2.52154993,0,5,106.5511,182.34,414
218658,1.380061986,0,9,165.3862,154.56,415
218694,41.54303207,9,6,673.6748,1585.69,404
218795,88.39573564,0,4,296.7799,660.8,416
218795,88.39573564,11,0,474.9492,1658.34,416
218887,8.285547692,5,4,235.6032,1137.65,417
219055,148.8335057,0,5,636.3399,24568.12,413
219055,148.8335057,8,6,2008.67,3779.98,413
219334,9.464470706,10,10,57.38833,0,420
219468,14.0084966,5,3,148.923,4679.03,421
219559,19.49668778,46,7,32.52163,18269.13,421
219559,19.49668778,15,5,32.74194,14721.41,421
219586,101.997903,0,0,79.36902,NA,421
219586,101.997903,13,0,321.904,NA,421
219719,6.156442044,0,0,195.4121,NA,422
219719,6.156442044,0,0,100.3258,812.7,422
219771,4.238547529,0,0,203,2218.76,416
219771,4.238547529,4,0,249,247.87,416
219838,227.6059141,0,0,1110.216,3842.67,397
219838,227.6059141,0,2,1058.423,0,397
219842,9.071095088,0,0,113.3876,0.84,422
219842,9.071095088,0,2,126.8134,0,422
219893,54.97110905,17,0,106.4324,644.93,423
219893,54.97110905,6,0,114.1227,1975.46,423
220006,57.59956432,1,4,249.0141,168.62,423
220006,57.59956432,0,0,253.1004,NA,423
220040,230.3282357,13,0,379.0929,NA,415
220072,116.1998632,9,9,1221.496,4966.64,424
220191,386.7392087,0,3,3897.838,9275.21,397
220191,386.7392087,0,2,1316.205,76.34,397
220196,3.062540503,0,0,961.0116,32.22,425
220259,21.8019645,0,7,137.1349,8328.5,396
220259,21.8019645,0,0,155.4155,NA,396
220313,33.29516971,0,5,126.7977,449.57,397
220364,1.997800517,0,0,107.2996,0.24,396
220387,5.722735676,0,6,76.81881,3338.45,397
220410,14.41272172,0,10,104.952,1255.03,397
220482,20.65967759,0,9,34.81787,2595.73,398
220613,10.81032151,0,0,208.3853,NA,398
220613,10.81032151,0,4,301.4351,2677.84,398
220913,30.54337747,0,10,48.41613,4267.36,397
220913,30.54337747,0,3,49.20383,4477.2,397
220979,18.59368661,46,7,32.52163,18269.13,421
220979,18.59368661,15,5,32.74194,14721.41,421
220981,44.89268507,0,0,47.50551,NA,400
220981,44.89268507,NA,0,45.83775,NA,400
221045,18.68374301,0,8,142.073,776.87,400
221045,18.68374301,0,5,134.3955,642.24,400
221182,4.858600066,0,0,158,NA,403
221182,4.858600066,0,0,195.1803,2923.37,403
221413,195.3914137,0,4,1473.207,96.1,403
221468,39.21738182,0,5,180.7178,100.33,403
221468,39.21738182,0,7,157.321,3502.01,403
221529,11.7504753,NA,5,1359.202,1852.64,404
221529,11.7504753,NA,10,1460.785,1.88,404
221563,16.852796,0,0,134.4724,19904.82,404
221642,12.32244502,0,0,88.29614,1908.22,404
221642,12.32244502,0,0,87.21671,NA,404
221703,4.173250604,0,2,353.2679,0,404
221703,4.173250604,0,3,362.6841,10.96,404
221824,50.25803246,NA,6,2177.61,246.34,405
221832,2.504306158,0,0,47.59821,NA,405
221840,19.79483651,0,6,827,223.72,405
221840,19.79483651,0,6,895,225.6,405
222101,7.689316212,0,1,3099.055,7747.81,406
222290,3.953947216,0,4,89.78389,574.73,407
222505,108.1968479,NA,3,503.2201,7388.29,410
222592,41.47868561,6,1,226.711,24402.08,410
222592,41.47868561,5,1,248.5766,1639.32,410
222625,23.6217236,0,7,119.5212,1937.62,410
222625,23.6217236,0,6,119.5234,11634.08,410
222688,10.23968229,0,10,166.9018,127.02,411
222851,52.24540429,0,5,807.1749,497.07,411
222869,3.591814715,0,0,182.0344,NA,411
222901,5.597188593,25,6,68.16292,1443.41,411
222901,5.597188593,0,0,68.98171,190.14,411
223199,7.078988846,0,2,122.7371,7814.85,414
223224,61.74462216,0,0,49.11389,NA,413
223237,32.46002189,0,0,1348,NA,413
223237,32.46002189,0,10,835.525,1299.51,413
223615,7.183368483,0,0,175.6199,550.68,415
223658,20.62328787,0,5,1316,0,405
223658,20.62328787,0,6,895,225.6,405
223705,32.42817877,0,8,368.7089,0,416
223705,32.42817877,0,0,NA,NA,416
223708,81.86055259,NA,9,225.2514,254.3,416
223771,25.72655563,0,5,235.5728,0,417
223771,25.72655563,0,0,1112.744,NA,417
223783,74.27701467,NA,10,157.0189,2718.74,417
223783,74.27701467,12,10,156.4499,8992.56,417
223817,103.052891,0,10,205.242,202.65,417
223817,103.052891,0,10,102.5884,1669.83,417
223888,14.95686923,0,1,1739.531,5771.52,417
223937,11.22938726,0,7,80.935,994.97,418
223946,32.58430512,0,9,111.685,3374.53,417
223946,32.58430512,0,1,98.32146,174.64,417
224144,2.775614939,0,2,83.0466,4534.29,418
224319,8.925040344,0,1,215.4935,4722.93,421
224324,71.9371168,0,9,15.12189,12041.91,419
224324,71.9371168,0,10,14.85654,2679.17,419
224402,49.89495316,0,0,717.9163,NA,419
224402,49.89495316,0,10,857.8816,532.5,419
224440,13.55417419,1,0,443,NA,420
224591,16.93784941,0,0,120.0684,NA,420
224593,22.47726993,0,8,500.5804,1374.65,420
224716,23.26241498,0,4,2346,0,421
224728,8.032956328,11,10,75.21117,2291.79,421
224883,10.46427364,0,4,294.7118,2448.26,422
224981,86.09872202,0,4,136.8298,5658.15,423
224981,86.09872202,0,3,87.42959,1662.75,423
225027,91.96091364,6,6,117.1168,132.49,423
225189,43.74701685,0,9,87.65568,20024.67,393
225189,43.74701685,4,1,124.4296,17155.41,424
225205,1.491298259,0,0,99,NA,424
225294,29.30931448,0,7,166.2642,597.78,425
225294,29.30931448,0,0,54.89983,NA,425
225564,3.821757915,0,10,97.00063,2.42,426
225682,298.4853043,0,3,7738.544,122.41,426
225760,215.7353449,7,5,53.21641,40.19,396
225760,215.7353449,0,9,55.45209,1475.09,396
225774,12.55380793,0,2,135.7089,1901.15,396
225774,12.55380793,0,4,83.095,3572.23,396
225902,3.505836899,0,8,133.2002,1693,397
225947,37.38602114,0,3,102.4115,5127.62,396
225947,37.38602114,0,10,85.04015,5859.89,396
226020,18.63702135,0,8,104.456,334.5,397
226020,18.63702135,0,9,99.67899,1956.12,397
226162,29.32566896,0,3,215.9597,303.33,397
226169,9.446973611,0,4,249.4603,208.26,397
226568,207.5939079,0,6,149.436,17397.68,400
226568,207.5939079,11,8,141.9068,15610.79,400
226578,43.39164638,7,8,199.1503,1364.15,402
226586,32.13946196,0,1,79.86685,22983.07,402
226725,1257.813695,NA,0,5249.714,434776,401
226772,8.835500898,0,0,113.0362,NA,401
226772,8.835500898,0,1,149.6075,910.85,401
226920,3.628710854,0,5,146.1753,1918.05,402
226927,121.4182138,0,3,211.5392,138.48,402
226927,121.4182138,0,0,174.7458,NA,402
226955,3.468092783,3,0,59,NA,402
227082,6.535823826,0,1,196.4369,223.56,403
227082,6.535823826,0,0,241.4066,94.25,403
227124,2.283124025,0,0,111.3856,487.6,403
227215,35.79768864,1,10,140.2207,6140.58,404
227215,35.79768864,0,3,144.3234,15408.14,404
227597,12.84516367,0,6,310.918,0,407
227687,4.869199109,25,1,188.0052,0,413
227846,2.079437414,0,1,46.86,425.97,419
227846,2.079437414,0,6,123.6322,695.21,419
227880,22.99635908,0,0,125.8,11351.46,421
227973,16.32715645,0,1,124.0885,0,421
228003,10.67879324,2,6,154.779,1139.9,421
228003,10.67879324,2,0,252.9921,772.09,421
228087,20.70890456,0,5,140.0515,7858.87,421
228476,13.66152189,0,0,123.6664,19.39,423
228476,13.66152189,0,2,127.1261,346.19,423
228499,50.40227093,3,7,532.4673,5572.09,393
228499,50.40227093,31,9,278.3027,166944.9,393
228632,6.342425745,7,10,27.24472,0,394
228667,4.708001623,0,0,162.8166,NA,397
228740,293.3116843,6,10,116.3486,64813.26,394
228750,4.553641586,0,0,151.0995,NA,394
228757,6.95231625,0,10,63.01402,0,394
228757,6.95231625,0,0,54.76428,NA,394
228772,24.97007397,0,0,809.7533,92.89,394
228774,5.887764528,0,0,430.9955,NA,394
228781,7.06352862,0,0,1758,NA,393
228781,7.06352862,0,5,753.5866,2391.71,393
228788,2.665847343,3,0,79.21525,NA,394
228817,23.46827249,0,3,153.923,73458.56,395
228882,14.07547369,NA,1,102.0785,5025.51,395
228932,5.420461822,0,4,107.253,7892.11,396
228945,17.69607956,2,1,151.0373,2115.83,396
228945,17.69607956,0,4,154.3108,3352.55,396
229060,5.582274625,0,0,94,NA,397
229060,5.582274625,0,0,27.574,NA,397
229168,78.6203473,0,10,3221.601,677.82,398
229180,0.573917253,0,0,230.5805,NA,398
229307,27.87725269,0,0,2396.138,NA,399
229400,9.525759446,0,1,150.9476,340.49,399
229401,18.57493597,4,10,63.27204,6191.91,400
229401,18.57493597,0,0,36.5519,409.27,400
229680,1.046650121,0,0,210.2788,NA,401
229680,1.046650121,8,0,288.6168,346.54,401
229734,11.49253452,25,0,102.0985,NA,402
229734,11.49253452,12,0,79.62869,9440.46,402
229953,7.289628028,0,0,142.7781,NA,404
230015,506.5379322,12,4,2175.816,0,404
230015,506.5379322,0,8,867.1594,0,404
230295,17.76261811,0,0,77.47641,NA,406
230295,17.76261811,3,0,151.89,NA,406
230461,6.902957841,0,0,167.0596,NA,406
230461,6.902957841,0,0,169.6684,NA,406
230463,21.29614873,3,6,73.53769,1914.72,406
230508,42.94178592,0,10,159.3464,0.02,407
230775,92.02399774,0,10,133.8922,0,408
230775,92.02399774,0,9,130.3013,0,408
230829,33.03444874,0,5,415.1719,3.84,409
230829,33.03444874,0,10,99.77902,171.26,409
230906,171.020372,0,0,1733.76,NA,399
230906,171.020372,0,10,1608.015,0,411
230912,2.734080207,0,6,181.7228,0,411
230942,35.30400017,0,5,672.4457,9002.98,410
230950,15.04098476,0,0,766.6742,4911.16,410
231149,27.56984772,6,3,229.6589,22329.84,412
231458,23.48831035,0,0,220.7552,NA,413
231458,23.48831035,0,3,266.1999,0,413
231468,7.388650096,0,1,411.2265,24428.23,413
231471,113.6178432,0,7,4055.94,104.49,413
231471,113.6178432,1,8,1128.552,198,413
231479,4.62091248,0,NA,131.4124,NA,414
231479,4.62091248,0,0,134.2722,NA,414
231537,18.44885298,0,8,144.03,14750.32,414
231690,20.06143087,12,7,849.1724,0,414
231855,128.3171875,0,10,1090.685,0,415
231880,21.32782719,0,3,249.3693,59.86,416
231880,21.32782719,0,1,223.1245,689.2,416
232093,1.54244005,0,0,84,NA,418
232093,1.54244005,0,2,74.7603,67.96,414
232314,820.6445887,0,2,393.7175,0.92,419
232314,820.6445887,5,0,442.2308,0.6,419
232364,7.389486293,2,2,45.47524,0,414
232382,8.243613373,8,0,88.81089,NA,419
232382,8.243613373,10,3,68.19145,263,419
232509,12.33269487,25,3,65.10593,781.44,420
232509,12.33269487,3,5,117.9262,461.17,420
232512,2.290747233,0,0,112.6834,34.68,420
232540,7.602951842,0,0,61.02343,NA,420
232666,20.36918736,3,10,96.45293,33.36,421
232722,84.25491196,0,10,1797.641,9.03,421
232882,0.878148217,0,0,292.7539,NA,422
232895,2.427548982,3,0,78.14105,NA,422
232967,4.866268221,0,0,410.0218,NA,422
232977,11.66696031,8,5,158.2098,0,397
233244,17.97965347,3,10,164.0783,0,397
233366,26.15848149,0,3,207.0441,881.06,397
233366,26.15848149,0,2,249.5964,106.04,397
233447,4.944918957,0,4,138.9257,0,398
233449,8.968670419,0,4,114.4462,7094.02,398
233627,18.09505328,2,1,65.96878,2578.67,403
233732,75.02673382,0,10,689.6056,20173.97,399
233732,75.02673382,0,10,766.387,17134.07,399
233780,5.079500298,2,7,98.84833,0,399
233903,10.89490596,12,0,45.71204,NA,402
233903,10.89490596,14,8,45.60568,0,402
233905,12.26953429,6,10,270.6739,95.95,402
233931,39.4191359,13,8,98.36015,10979.73,402
234002,108.8336737,2,7,1847.423,15908.1,406
234004,8.316901764,0,9,80.20406,6.84,403
234065,32.4905013,0,0,2608.084,NA,403
234244,19.77912147,0,1,461.6675,129.25,404
234244,19.77912147,0,1,325.6074,53.82,404
234290,10.80557874,2,10,470.1208,0.38,404
234300,2.251409382,6,0,73,NA,404
234418,4.848120578,0,0,46.90081,0.3,421
234430,14.87452901,0,0,793.6588,0,405
234554,1391.495405,8,5,1067.542,0,406
234965,152.2557987,0,0,42.91989,NA,408
234965,152.2557987,15,1,357.0474,63742.13,408
234990,10.16572515,0,1,154.8756,0,408
234990,10.16572515,0,0,185.8713,NA,408
235264,8.095893227,0,0,1271.94,0,411
235340,27.5784469,0,9,330.2842,NA,412
235363,67.37593549,0,0,368.2177,0.17,411
235363,67.37593549,3,8,47.17805,5881.41,411
235381,25.75872903,5,0,73.10411,NA,412
235381,25.75872903,0,0,61.92537,NA,411
235384,25.39210985,8,2,134.7681,0.44,412
235384,25.39210985,2,2,69.20666,4505.46,412
235472,73.72911221,10,0,85.19559,NA,412
235472,73.72911221,10,5,99.75607,64529.03,412
235661,10.63352203,0,7,80.09871,813.78,413
235853,14.51344678,0,NA,280.4878,30828.74,413
235964,104.5469927,0,10,1097.113,0,415
236151,14.86488371,0,0,149.8174,NA,413
236151,14.86488371,2,NA,214.7649,26.19,413
236164,49.30462637,0,NA,130.2263,0.04,416
236164,49.30462637,0,3,110.6352,0.21,416
236250,141.901442,4,0,308.7593,22556.25,404
236250,141.901442,9,0,315.6132,NA,417
236430,62.31352682,0,7,131.2533,103762.9,418
236508,184.2969527,0,0,114.2403,NA,419
236508,184.2969527,18,3,482.7331,2208.92,419
236890,8.16302464,2,7,174.8491,842.16,421
236942,39.93378772,0,1,501.515,62.16,421
237187,39.17733132,0,0,1132.215,28597.93,413
237187,39.17733132,0,0,2439.999,0,413
237495,6.67751111,3,8,237.8271,112.66,396
237495,6.67751111,0,9,193.9799,0,396
237706,8.699205483,0,3,185.0891,7.02,397
237706,8.699205483,0,0,142.8196,16.87,397
237838,205.0971926,10,7,1093.301,4053.45,398
237905,6.899722604,0,NA,89.18436,4047.3,416
237905,6.899722604,0,NA,96.73799,10.34,416
237947,32.91972868,6,0,339.3243,NA,398
237947,32.91972868,32,10,291.6457,0,398
237950,3.456916022,0,3,1136.922,0.43,401
238003,15.84556238,0,8,1080.697,0,399
238202,9.203379192,2,2,272.208,8273.02,401
238228,9.575516651,2,4,139.6974,7671.92,401
238236,18.12657945,0,0,83.84519,2912.67,402
238236,18.12657945,6,9,84.67089,4086.07,402
238416,2.727269867,0,2,73.65756,96.31,402
238717,1208.207208,6,1,414.077,2864.45,404
238754,3.740790477,0,0,86.94425,NA,404
238895,4.26761379,0,6,158.3805,0,405
238943,10.86447156,3,1,84.73719,75.09,405
239031,5.78713197,0,10,1316.007,0,406
239199,6.924773191,6,2,92.27929,1581.44,408
239227,25.07426628,13,4,147.7787,35624.89,408
239455,25.78283977,0,0,200.5216,0,409
239455,25.78283977,0,6,171.1191,16858.55,409
240153,71.4768152,0,0,1105.145,NA,415
240607,62.43669087,0,0,281.1803,NA,415
240613,8.817836183,0,0,50.49047,NA,417
240613,8.817836183,0,9,38.61092,NA,417
240859,2.526843066,2,3,143.6834,0,419
240871,2.616471709,0,7,208.2209,74.04,419
240871,2.616471709,0,1,232.7422,45.05,419
240884,5.753580266,0,0,190.2649,70.34,419
240884,5.753580266,0,1,232.1094,38.34,419
241145,1498.516519,8,4,1131.334,6.15,422
241166,2.848102306,0,0,317.5925,168.72,419
241166,2.848102306,0,2,92.71164,0.85,422
241212,9.13825609,0,7,80.7467,0.28,422
241212,9.13825609,0,7,59.03497,0.31,422
241310,54.83143889,0,5,553.1348,7537.06,423
241333,16.8914731,2,10,28.21035,1.49,423
241333,16.8914731,0,2,29.3617,0.62,423
241630,11.191515,0,2,75.2225,0,425
241630,11.191515,0,3,84.61494,0,425
241690,302.456509,2,5,85.67428,93711.27,422
241693,11.35433274,3,0,128.8252,NA,396
241693,11.35433274,8,0,125.0057,NA,396
241801,35.26045041,0,8,2252.552,13436.98,400
241820,9.508205992,0,1,405.017,11.48,397
241967,98.18747675,2,0,331.536,0,399
242056,2.787926774,3,1,75.76763,104.47,425
242060,61.25809697,0,1,617.2692,0,400
242060,61.25809697,0,2,1147.763,0,400
242115,72.53658775,0,3,583.8463,75272.59,400
242160,10.74450952,0,4,143.4267,26.21,400
242215,2.644670174,0,5,68.64514,34.97,401
242355,15.65865985,0,3,560.0209,115.48,397
242592,35.50717817,0,2,121.6973,0,403
242592,35.50717817,3,0,59.43706,NA,403
242620,19.35195681,4,6,243.7587,0.52,403
242941,27.97798207,10,2,55.77667,5902.28,407
242943,9.844539624,0,0,101.0582,9879.8,406
242943,9.844539624,0,0,19.91463,NA,406
242968,135.8489972,0,10,355.9373,0,407
242968,135.8489972,0,7,219.5388,0,407
243069,11.83883491,34,8,73.40229,15269.33,407
243125,25.70171099,0,4,189.1986,0,408
243125,25.70171099,0,1,233.5464,0,408
243348,175.2218038,0,9,3125.154,655.71,409
243348,175.2218038,0,10,4099.612,0.7,409
243380,26.34575944,3,10,127.4632,95.29,409
243387,54.97809613,0,0,4189.206,NA,409
243428,134.8453385,4,7,88.31563,0,409
243496,25.57520401,3,5,534.5648,10564.36,410
243496,25.57520401,31,4,274.2744,9536.73,410
243693,6.736613355,0,6,281.2219,0,414
243693,6.736613355,0,5,235.214,0,444
243705,159.3921037,2,4,1313.446,0,414
243705,159.3921037,2,6,1199.307,44979.91,414
243767,84.84225556,0,0,NA,NA,410
243767,84.84225556,0,0,1955,NA,414
243850,1.318433663,0,0,132.827,0,414
243850,1.318433663,24,0,203.474,0,414
244222,8.468368587,2,5,248.0611,22845.85,417
244578,4.663714846,0,2,54.3292,0,420
244600,63.2735175,10,8,679.2534,122.25,420
244620,110.7918165,3,7,546.3443,52924.24,420
245013,13.09167255,0,0,90.57831,981.76,422
245013,13.09167255,2,7,120.5447,1584.36,422
245326,49.0526008,3,5,1206.164,255.47,424
245430,25.73919821,0,9,3367.932,20.65,425
245576,31.01976258,7,10,243.7197,3883.78,396
245582,13.65436272,0,9,639.3027,49.27,396
245639,33.09463011,0,3,142.4026,11.57,425
245639,33.09463011,10,0,102.2353,39.04,425
245647,40.44488422,0,4,338.6949,50.92,396
245647,40.44488422,0,1,211.7755,16.74,396
245658,6.459662165,2,8,125.5868,8979.39,417
245658,6.459662165,2,0,115.6482,NA,417
245959,69.10226563,0,9,85.36345,981.76,398
245959,69.10226563,4,7,133.0073,730.54,398
245980,1.20000502,0,4,180,568.77,398
246015,19.01717794,10,6,254.7674,6117.65,398
246076,33.29551063,12,4,26.07605,73210.93,399
246152,169.4082894,0,1,500.8273,569.06,398
246152,169.4082894,0,0,153.0829,4079.82,398
246164,490.2511397,7,2,3044.868,255.45,399
246528,26.47927056,2,3,32.19842,25937.29,403
246787,15.26113653,11,6,78.86716,0.55,405
246900,13.63230938,10,4,65.0754,7751.45,405
246900,13.63230938,0,0,44.4746,NA,405
247293,49.15460815,0,7,284.6392,10149.67,408
247293,49.15460815,6,7,416.918,6879.76,408
247354,44.89223429,7,8,302.4053,0.2,409
247354,44.89223429,0,9,245.6072,1.1,409
247381,86.61472744,0,1,99.87709,211097.8,406
247381,86.61472744,2,7,385.7934,0,406
247614,84.16147132,4,0,88.85003,NA,412
247845,9.973293321,3,0,714.5304,NA,413
247964,1511.970631,7,0,1019.333,NA,413
248249,7.401915914,2,0,2996.063,NA,416
248314,3.27232203,0,0,113.2924,NA,417
248314,3.27232203,0,0,105.9883,NA,417
248400,186.8400018,14,4,560.8613,984.29,419
248415,1.312206085,0,0,119.7238,NA,417
248426,25.7425906,0,8,1304.743,0,418
248548,1.71885802,0,2,34.43228,3309.47,418
248737,63.38145267,7,7,262.133,65830.88,406
248737,63.38145267,7,7,156.7296,6890.47,419
248753,88.51064661,4,8,100.451,0,419
248753,88.51064661,4,10,123.4999,0,419
248789,2.45760408,0,0,66.29268,NA,416
248790,9.004182029,0,0,263,9473,419
248790,9.004182029,2,0,232.2176,28472.23,419
248920,33.86050988,0,4,295.4082,1960.52,420
248920,33.86050988,5,4,241.6676,149.18,420
249166,9.165431627,3,9,148.064,0,422
249166,9.165431627,0,10,658.2803,0,422
249256,0.951163669,0,0,76.72379,189.22,424
249268,82.10746287,10,7,171.327,0,425
249268,82.10746287,10,10,132.2313,0,425
249355,2.981183981,16,4,285,1962.98,424
249374,36.32881601,0,10,295.5431,5.31,425
249374,36.32881601,0,0,196.8134,33207.33,425
249639,60.33474442,1,0,418.6619,805.69,396
249639,60.33474442,1,7,283.9905,137.09,397
249768,13.21906308,0,0,90.55503,NA,397
249768,13.21906308,0,1,129.4005,0,397
249775,57.02880877,18,5,129.785,2810.45,397
249939,8.810379617,0,9,473.8584,12.31,399
250164,16.7400314,0,2,266.1996,474.69,401
250164,16.7400314,0,5,1045.136,460.32,401
250310,282.1638304,9,1,169.0789,736.74,402
250532,12.21355655,0,8,83.28542,0,404
